model,shots,train_degradation,test_degradation,seed,lr,accuracy,f1,train_time_sec,num_params
mobilenet,5,severe,moderate,42,0.0001,0.11388888888888889,0.034956688462150234,3.2,2236682
mobilenet,5,severe,severe,42,0.0001,0.5798148148148148,0.5673992871358837,3.2,2236682
mobilenet,5,severe,none,123,0.0001,0.11055555555555556,0.0905038583932831,3.2,2236682
mobilenet,5,severe,moderate,123,0.0001,0.18666666666666668,0.10471000683101601,3.2,2236682
mobilenet,5,severe,severe,123,0.0001,0.5657407407407408,0.5461708230763589,3.2,2236682
mobilenet,5,severe,none,7,0.0001,0.0962962962962963,0.04538052236379493,3.2,2236682
mobilenet,5,severe,moderate,7,0.0001,0.09574074074074074,0.05098513603057092,3.2,2236682
mobilenet,5,severe,severe,7,0.0001,0.5801851851851851,0.5595639690776057,3.2,2236682
mobilenet,5,severe,none,2024,0.0001,0.07092592592592592,0.029825220405487705,3.2,2236682
mobilenet,5,severe,moderate,2024,0.0001,0.16814814814814816,0.08792886901441314,3.2,2236682
mobilenet,5,severe,severe,2024,0.0001,0.5816666666666667,0.5652596840272216,3.2,2236682
mobilenet,5,severe,none,99,0.0001,0.11185185185185186,0.025057282385355407,3.2,2236682
mobilenet,5,severe,moderate,99,0.0001,0.14555555555555555,0.07951689536963018,3.2,2236682
mobilenet,5,severe,severe,99,0.0001,0.5842592592592593,0.5687429516102472,3.2,2236682
mobilenet,5,severe,none,17,0.0001,0.15,0.11037385412115781,3.2,2236682
mobilenet,5,severe,moderate,17,0.0001,0.17722222222222223,0.1339752950046716,3.2,2236682
mobilenet,5,severe,severe,17,0.0001,0.5938888888888889,0.5780628460490507,3.2,2236682
mobilenet,5,severe,none,256,0.0001,0.14407407407407408,0.0742071317454461,3.2,2236682
mobilenet,5,severe,moderate,256,0.0001,0.1438888888888889,0.08719660679559774,3.2,2236682
mobilenet,5,severe,severe,256,0.0001,0.6090740740740741,0.5995967665296722,3.2,2236682
mobilenet,5,severe,none,512,0.0001,0.05074074074074074,0.048010677593625845,3.2,2236682
mobilenet,5,severe,moderate,512,0.0001,0.11981481481481482,0.05683149113341095,3.2,2236682
mobilenet,5,severe,severe,512,0.0001,0.5701851851851852,0.5594164406962514,3.2,2236682
mobilenet,5,severe,none,88,0.0001,0.07388888888888889,0.07842826838974574,3.1,2236682
mobilenet,5,severe,moderate,88,0.0001,0.2037037037037037,0.14137598457039333,3.1,2236682
mobilenet,5,severe,severe,88,0.0001,0.5785185185185185,0.5758459445743742,3.1,2236682
mobilenet,5,severe,none,314,0.0001,0.12425925925925926,0.07070264998667884,3.1,2236682
mobilenet,5,severe,moderate,314,0.0001,0.17888888888888888,0.09962496426365651,3.1,2236682
mobilenet,5,severe,severe,314,0.0001,0.6022222222222222,0.5878442862053944,3.1,2236682
mobilenet,5,mixed,none,42,0.0001,0.612037037037037,0.6034004578243582,2.9,2236682
mobilenet,5,mixed,moderate,42,0.0001,0.6535185185185185,0.6385880362411461,2.9,2236682
mobilenet,5,mixed,severe,42,0.0001,0.5974074074074074,0.5797810517879185,2.9,2236682
mobilenet,5,mixed,none,123,0.0001,0.6201851851851852,0.5973338509186795,2.9,2236682
mobilenet,5,mixed,moderate,123,0.0001,0.6631481481481482,0.6439584387787353,2.9,2236682
mobilenet,5,mixed,severe,123,0.0001,0.5531481481481482,0.5304790927648997,2.9,2236682
mobilenet,5,mixed,none,7,0.0001,0.5353703703703704,0.5110971043057189,2.9,2236682
mobilenet,5,mixed,moderate,7,0.0001,0.572037037037037,0.5526213985315265,2.9,2236682
mobilenet,5,mixed,severe,7,0.0001,0.5257407407407407,0.5057492183320355,2.9,2236682
mobilenet,5,mixed,none,2024,0.0001,0.5975925925925926,0.568055817719799,2.9,2236682
mobilenet,5,mixed,moderate,2024,0.0001,0.635,0.6124690158772437,2.9,2236682
mobilenet,5,mixed,severe,2024,0.0001,0.5511111111111111,0.53363723391161,2.9,2236682
mobilenet,5,mixed,none,99,0.0001,0.5288888888888889,0.5188200556093014,2.9,2236682
mobilenet,5,mixed,moderate,99,0.0001,0.6368518518518519,0.6224420521487422,2.9,2236682
mobilenet,5,mixed,severe,99,0.0001,0.5192592592592593,0.5034748629613033,2.9,2236682
mobilenet,5,mixed,none,17,0.0001,0.57,0.5530750651534039,2.9,2236682
mobilenet,5,mixed,moderate,17,0.0001,0.6283333333333333,0.6146217102183832,2.9,2236682
mobilenet,5,mixed,severe,17,0.0001,0.5414814814814815,0.5332123557140372,2.9,2236682
mobilenet,5,mixed,none,256,0.0001,0.5975925925925926,0.5816964175554308,2.9,2236682
mobilenet,5,mixed,moderate,256,0.0001,0.6229629629629629,0.6119143197228064,2.9,2236682
mobilenet,5,mixed,severe,256,0.0001,0.5694444444444444,0.5561585553468612,2.9,2236682
mobilenet,5,mixed,none,512,0.0001,0.5818518518518518,0.5568333365588225,2.9,2236682
mobilenet,5,mixed,moderate,512,0.0001,0.6544444444444445,0.6398543616372405,2.9,2236682
mobilenet,5,mixed,severe,512,0.0001,0.582037037037037,0.5641872839790035,2.9,2236682
mobilenet,5,mixed,none,88,0.0001,0.587037037037037,0.5758915195698695,2.9,2236682
mobilenet,5,mixed,moderate,88,0.0001,0.6370370370370371,0.6288914249605182,2.9,2236682
mobilenet,5,mixed,severe,88,0.0001,0.5966666666666667,0.5863680940394604,2.9,2236682
mobilenet,5,mixed,none,314,0.0001,0.5694444444444444,0.5531720239011422,2.9,2236682
mobilenet,5,mixed,moderate,314,0.0001,0.6266666666666667,0.6118375934903825,2.9,2236682
mobilenet,5,mixed,severe,314,0.0001,0.5348148148148149,0.5201378367203888,2.9,2236682
mobilenet,full,none,none,42,0.0001,0.9751851851851852,0.974449984493982,135.0,2236682
mobilenet,full,none,moderate,42,0.0001,0.10925925925925926,0.020513914259071574,135.0,2236682
mobilenet,full,none,severe,42,0.0001,0.10888888888888888,0.01963927855711423,135.0,2236682
mobilenet,full,none,none,123,0.0001,0.9751851851851852,0.9743087852858935,134.9,2236682
mobilenet,full,none,moderate,123,0.0001,0.10907407407407407,0.0201645815720411,134.9,2236682
mobilenet,full,none,severe,123,0.0001,0.10888888888888888,0.01963927855711423,134.9,2236682
mobilenet,full,none,none,7,0.0001,0.977037037037037,0.9761864998052674,134.6,2236682
mobilenet,full,none,moderate,7,0.0001,0.11166666666666666,0.02498751815148926,134.6,2236682
mobilenet,full,none,severe,7,0.0001,0.10888888888888888,0.01963927855711423,134.6,2236682
mobilenet,full,none,none,2024,0.0001,0.975,0.9741404675476704,135.1,2236682
mobilenet,full,none,moderate,2024,0.0001,0.11166666666666666,0.02515663583367536,135.1,2236682
mobilenet,full,none,severe,2024,0.0001,0.10888888888888888,0.01963927855711423,135.1,2236682
mobilenet,full,none,none,99,0.0001,0.9751851851851852,0.9746591123011857,134.7,2236682
mobilenet,full,none,moderate,99,0.0001,0.11222222222222222,0.025198198198198195,134.7,2236682
mobilenet,full,none,severe,99,0.0001,0.10888888888888888,0.01963927855711423,134.7,2236682
mobilenet,full,none,none,17,0.0001,0.9781481481481481,0.9770226410152454,134.9,2236682
mobilenet,full,none,moderate,17,0.0001,0.1187037037037037,0.03918999168941945,134.9,2236682
mobilenet,full,none,severe,17,0.0001,0.10888888888888888,0.01963927855711423,134.9,2236682
mobilenet,full,none,none,256,0.0001,0.9762962962962963,0.9751484154737536,134.8,2236682
mobilenet,full,none,moderate,256,0.0001,0.11592592592592593,0.03052128071947216,134.8,2236682
mobilenet,full,none,severe,256,0.0001,0.10888888888888888,0.01963927855711423,134.8,2236682
mobilenet,full,none,none,512,0.0001,0.9803703703703703,0.9794797703198939,134.7,2236682
mobilenet,full,none,moderate,512,0.0001,0.10296296296296296,0.020619218018625363,134.7,2236682
mobilenet,full,none,severe,512,0.0001,0.10888888888888888,0.019658976930792375,134.7,2236682
mobilenet,full,none,none,88,0.0001,0.9779629629629629,0.9770853466347468,134.6,2236682
mobilenet,full,none,moderate,88,0.0001,0.11888888888888889,0.0390051740132036,134.6,2236682
mobilenet,full,none,severe,88,0.0001,0.10888888888888888,0.01963927855711423,134.6,2236682
mobilenet,full,none,none,314,0.0001,0.9788888888888889,0.9781406046811147,134.6,2236682
mobilenet,full,none,moderate,314,0.0001,0.11370370370370371,0.02861113139934861,134.6,2236682
mobilenet,full,none,severe,314,0.0001,0.10888888888888888,0.01963927855711423,134.6,2236682
mobilenet,full,moderate,none,42,0.0001,0.3990740740740741,0.3190960525725485,183.5,2236682
mobilenet,full,moderate,moderate,42,0.0001,0.9742592592592593,0.9735737879083901,183.5,2236682
mobilenet,full,moderate,severe,42,0.0001,0.17314814814814813,0.08589748593529384,183.5,2236682
mobilenet,full,moderate,none,123,0.0001,0.31037037037037035,0.26503413416121874,183.7,2236682
mobilenet,full,moderate,moderate,123,0.0001,0.9722222222222222,0.9718245586493837,183.7,2236682
mobilenet,full,moderate,severe,123,0.0001,0.12796296296296297,0.05798070761425585,183.7,2236682
mobilenet,full,moderate,none,7,0.0001,0.4198148148148148,0.3750557113901394,183.9,2236682
mobilenet,full,moderate,moderate,7,0.0001,0.9790740740740741,0.9784432985133378,183.9,2236682
mobilenet,full,moderate,severe,7,0.0001,0.12074074074074075,0.03951641723687277,183.9,2236682
mobilenet,full,moderate,none,2024,0.0001,0.4557407407407407,0.3607148908570247,183.6,2236682
mobilenet,full,moderate,moderate,2024,0.0001,0.9718518518518519,0.9709934068075465,183.6,2236682
mobilenet,full,moderate,severe,2024,0.0001,0.19796296296296295,0.1057810594191616,183.6,2236682
mobilenet,full,moderate,none,99,0.0001,0.31537037037037036,0.2732238162120524,184.1,2236682
mobilenet,full,moderate,moderate,99,0.0001,0.9761111111111112,0.975222240367288,184.1,2236682
mobilenet,full,moderate,severe,99,0.0001,0.17074074074074075,0.09161982149662203,184.1,2236682
mobilenet,full,moderate,none,17,0.0001,0.37,0.29844788463746047,183.9,2236682
mobilenet,full,moderate,moderate,17,0.0001,0.9742592592592593,0.9735769363577361,183.9,2236682
mobilenet,full,moderate,severe,17,0.0001,0.2087037037037037,0.12183172358864244,183.9,2236682
mobilenet,full,moderate,none,256,0.0001,0.3024074074074074,0.23042201657802877,183.7,2236682
mobilenet,full,moderate,moderate,256,0.0001,0.9761111111111112,0.9754694024051404,183.7,2236682
mobilenet,full,moderate,severe,256,0.0001,0.19611111111111112,0.111131952806209,183.7,2236682
mobilenet,full,moderate,none,512,0.0001,0.34703703703703703,0.28149120905025293,183.4,2236682
mobilenet,full,moderate,moderate,512,0.0001,0.9774074074074074,0.9766925276982679,183.4,2236682
mobilenet,full,moderate,severe,512,0.0001,0.17296296296296296,0.10730256719550461,183.4,2236682
mobilenet,full,moderate,none,88,0.0001,0.35,0.30172558656357473,184.4,2236682
mobilenet,full,moderate,moderate,88,0.0001,0.9781481481481481,0.977403078134943,184.4,2236682
mobilenet,full,moderate,severe,88,0.0001,0.14407407407407408,0.07335537261597944,184.4,2236682
mobilenet,full,moderate,none,314,0.0001,0.40796296296296297,0.35798179524379564,183.8,2236682
mobilenet,full,moderate,moderate,314,0.0001,0.975925925925926,0.9747705515537746,183.8,2236682
mobilenet,full,moderate,severe,314,0.0001,0.18259259259259258,0.10548223531989924,183.8,2236682
mobilenet,full,severe,none,42,0.0001,0.3990740740740741,0.3037975941954623,184.2,2236682
mobilenet,full,severe,moderate,42,0.0001,0.4640740740740741,0.40065878877735084,184.2,2236682
mobilenet,full,severe,severe,42,0.0001,0.9655555555555555,0.9647722541975433,184.2,2236682
mobilenet,full,severe,none,123,0.0001,0.36018518518518516,0.26465746005237784,184.0,2236682
mobilenet,full,severe,moderate,123,0.0001,0.4635185185185185,0.3816110968959619,184.0,2236682
mobilenet,full,severe,severe,123,0.0001,0.9607407407407408,0.9602825830502681,184.0,2236682
mobilenet,full,severe,none,7,0.0001,0.30592592592592593,0.2317478289511617,183.8,2236682
mobilenet,full,severe,moderate,7,0.0001,0.4375925925925926,0.3906319037245051,183.8,2236682
mobilenet,full,severe,severe,7,0.0001,0.9675925925925926,0.9668334453674943,183.8,2236682
mobilenet,full,severe,none,2024,0.0001,0.17814814814814814,0.10793509983741693,184.1,2236682
mobilenet,full,severe,moderate,2024,0.0001,0.3098148148148148,0.2637782175947448,184.1,2236682
mobilenet,full,severe,severe,2024,0.0001,0.9692592592592593,0.9687628128968095,184.1,2236682
mobilenet,full,severe,none,99,0.0001,0.2846296296296296,0.23809900866736222,184.2,2236682
mobilenet,full,severe,moderate,99,0.0001,0.4575925925925926,0.39803153525196033,184.2,2236682
mobilenet,full,severe,severe,99,0.0001,0.9644444444444444,0.9635685983335268,184.2,2236682
mobilenet,full,severe,none,17,0.0001,0.2038888888888889,0.13479920505017384,185.0,2236682
mobilenet,full,severe,moderate,17,0.0001,0.2961111111111111,0.2364807708576754,185.0,2236682
mobilenet,full,severe,severe,17,0.0001,0.9657407407407408,0.9647029693338707,185.0,2236682
mobilenet,full,severe,none,256,0.0001,0.14092592592592593,0.1214704559293825,184.0,2236682
mobilenet,full,severe,moderate,256,0.0001,0.28,0.2405705248203244,184.0,2236682
mobilenet,full,severe,severe,256,0.0001,0.9657407407407408,0.9645415383749869,184.0,2236682
mobilenet,full,severe,none,512,0.0001,0.24722222222222223,0.16911069739993406,184.4,2236682
mobilenet,full,severe,moderate,512,0.0001,0.3788888888888889,0.30425763521264987,184.4,2236682
mobilenet,full,severe,severe,512,0.0001,0.9651851851851851,0.9645874900502575,184.4,2236682
mobilenet,full,severe,none,88,0.0001,0.3181481481481481,0.26055390623777985,183.5,2236682
mobilenet,full,severe,moderate,88,0.0001,0.43166666666666664,0.3763552496661926,183.5,2236682
mobilenet,full,severe,severe,88,0.0001,0.9696296296296296,0.96896437916032,183.5,2236682
mobilenet,full,severe,none,314,0.0001,0.2124074074074074,0.21105447293614726,184.2,2236682
mobilenet,full,severe,moderate,314,0.0001,0.47425925925925927,0.42835765935339404,184.2,2236682
mobilenet,full,severe,severe,314,0.0001,0.9668518518518519,0.9658638054121493,184.2,2236682
mobilenet,full,mixed,none,42,0.0001,0.977037037037037,0.9761901677268927,159.4,2236682
mobilenet,full,mixed,moderate,42,0.0001,0.9737037037037037,0.9724946327404362,159.4,2236682
mobilenet,full,mixed,severe,42,0.0001,0.9546296296296296,0.9539503452105533,159.4,2236682
mobilenet,full,mixed,none,123,0.0001,0.9744444444444444,0.9739393525797698,159.3,2236682
mobilenet,full,mixed,moderate,123,0.0001,0.9729629629629629,0.9724575108886079,159.3,2236682
mobilenet,full,mixed,severe,123,0.0001,0.9587037037037037,0.9585026031584016,159.3,2236682
mobilenet,full,mixed,none,7,0.0001,0.9735185185185186,0.9723610958474558,159.5,2236682
mobilenet,full,mixed,moderate,7,0.0001,0.9768518518518519,0.9760203374740668,159.5,2236682
mobilenet,full,mixed,severe,7,0.0001,0.9581481481481482,0.9575503331976002,159.5,2236682
mobilenet,full,mixed,none,2024,0.0001,0.9755555555555555,0.9747061499008464,159.1,2236682
mobilenet,full,mixed,moderate,2024,0.0001,0.9766666666666667,0.9760436948330682,159.1,2236682
mobilenet,full,mixed,severe,2024,0.0001,0.9555555555555556,0.9549783986585523,159.1,2236682
mobilenet,full,mixed,none,99,0.0001,0.9790740740740741,0.9785107465858769,159.6,2236682
mobilenet,full,mixed,moderate,99,0.0001,0.9787037037037037,0.9780125375605762,159.6,2236682
mobilenet,full,mixed,severe,99,0.0001,0.9642592592592593,0.9636359701749072,159.6,2236682
mobilenet,full,mixed,none,17,0.0001,0.9764814814814815,0.9758217846310304,159.8,2236682
mobilenet,full,mixed,moderate,17,0.0001,0.9762962962962963,0.9753105289231996,159.8,2236682
mobilenet,full,mixed,severe,17,0.0001,0.9601851851851851,0.9596188672055449,159.8,2236682
mobilenet,full,mixed,none,256,0.0001,0.9738888888888889,0.9729680022578192,159.6,2236682
mobilenet,full,mixed,moderate,256,0.0001,0.9737037037037037,0.972729765038032,159.6,2236682
mobilenet,full,mixed,severe,256,0.0001,0.9637037037037037,0.9628719309595635,159.6,2236682
mobilenet,full,mixed,none,512,0.0001,0.9737037037037037,0.9728916283070246,158.9,2236682
mobilenet,full,mixed,moderate,512,0.0001,0.9753703703703703,0.9747456357320077,158.9,2236682
mobilenet,full,mixed,severe,512,0.0001,0.9601851851851851,0.9596772169706778,158.9,2236682
mobilenet,full,mixed,none,88,0.0001,0.9772222222222222,0.9767605731175516,159.5,2236682
mobilenet,full,mixed,moderate,88,0.0001,0.9768518518518519,0.9759478687068824,159.5,2236682
mobilenet,full,mixed,severe,88,0.0001,0.9605555555555556,0.9602496830032878,159.5,2236682
mobilenet,full,mixed,none,314,0.0001,0.9740740740740741,0.9733628556460593,159.5,2236682
mobilenet,full,mixed,moderate,314,0.0001,0.9722222222222222,0.9711929939324662,159.5,2236682
mobilenet,full,mixed,severe,314,0.0001,0.9524074074074074,0.9517836570056412,159.5,2236682
vit,5,none,none,42,0.0001,0.7625925925925926,0.7512493183063922,2.8,5526346
vit,5,none,moderate,42,0.0001,0.577037037037037,0.5651815614625731,2.8,5526346
vit,5,none,severe,42,0.0001,0.3509259259259259,0.28418593377991186,2.8,5526346
vit,5,none,none,123,0.0001,0.7290740740740741,0.7126379602466277,2.6,5526346
vit,5,none,moderate,123,0.0001,0.5368518518518518,0.5160760767196708,2.6,5526346
vit,5,none,severe,123,0.0001,0.3385185185185185,0.28395688826340304,2.6,5526346
vit,5,none,none,7,0.0001,0.7475925925925926,0.7188497860657387,2.6,5526346
vit,5,none,moderate,7,0.0001,0.5596296296296296,0.5242318372598105,2.6,5526346
vit,5,none,severe,7,0.0001,0.4198148148148148,0.33069833056768877,2.6,5526346
vit,5,none,none,2024,0.0001,0.7594444444444445,0.739979422150842,2.6,5526346
vit,5,none,moderate,2024,0.0001,0.5624074074074074,0.5430427231681253,2.6,5526346
vit,5,none,severe,2024,0.0001,0.32722222222222225,0.2936081866537569,2.6,5526346
vit,5,none,none,99,0.0001,0.7466666666666667,0.7253858295738602,2.6,5526346
vit,5,none,moderate,99,0.0001,0.6142592592592593,0.5738074977029314,2.6,5526346
vit,5,none,severe,99,0.0001,0.325,0.26005549017621976,2.6,5526346
vit,5,none,none,17,0.0001,0.7653703703703704,0.752417519407946,2.6,5526346
vit,5,none,moderate,17,0.0001,0.6007407407407407,0.5786191728869884,2.6,5526346
vit,5,none,severe,17,0.0001,0.37777777777777777,0.33868123085006924,2.6,5526346
vit,5,none,none,256,0.0001,0.7246296296296296,0.7017843694017663,2.6,5526346
vit,5,none,moderate,256,0.0001,0.5318518518518518,0.4580732328421485,2.6,5526346
vit,5,none,severe,256,0.0001,0.3485185185185185,0.2188376503198101,2.6,5526346
vit,5,none,none,512,0.0001,0.7483333333333333,0.734465756750027,2.6,5526346
vit,5,none,moderate,512,0.0001,0.6794444444444444,0.6500446314040664,2.6,5526346
vit,5,none,severe,512,0.0001,0.5125925925925926,0.4499563357613486,2.6,5526346
vit,5,none,none,88,0.0001,0.705,0.6913677426528223,2.6,5526346
vit,5,none,moderate,88,0.0001,0.5740740740740741,0.5481241518999818,2.6,5526346
vit,5,none,severe,88,0.0001,0.4090740740740741,0.3365301358922354,2.6,5526346
vit,5,none,none,314,0.0001,0.712037037037037,0.6929044520919553,2.7,5526346
vit,5,none,moderate,314,0.0001,0.605,0.5782705974007383,2.7,5526346
vit,5,none,severe,314,0.0001,0.35555555555555557,0.2465164065042499,2.7,5526346
vit,5,moderate,none,42,0.0001,0.682962962962963,0.6683229460275621,3.4,5526346
vit,5,moderate,moderate,42,0.0001,0.7261111111111112,0.7207436257719252,3.4,5526346
vit,5,moderate,severe,42,0.0001,0.5314814814814814,0.5040895279044075,3.4,5526346
vit,5,moderate,none,123,0.0001,0.6381481481481481,0.6303779384755337,3.4,5526346
vit,5,moderate,moderate,123,0.0001,0.6855555555555556,0.6701015424361108,3.4,5526346
vit,5,moderate,severe,123,0.0001,0.45685185185185184,0.4121413690615924,3.4,5526346
vit,5,moderate,none,7,0.0001,0.6857407407407408,0.6671037694727602,3.4,5526346
vit,5,moderate,moderate,7,0.0001,0.7201851851851852,0.699803085244047,3.4,5526346
vit,5,moderate,severe,7,0.0001,0.4935185185185185,0.4446473073558212,3.4,5526346
vit,5,moderate,none,2024,0.0001,0.6992592592592592,0.6842823854328948,3.4,5526346
vit,5,moderate,moderate,2024,0.0001,0.7609259259259259,0.7395609217844209,3.4,5526346
vit,5,moderate,severe,2024,0.0001,0.5111111111111111,0.4809442473203327,3.4,5526346
vit,5,moderate,none,99,0.0001,0.6288888888888889,0.6001613627175794,3.4,5526346
vit,5,moderate,moderate,99,0.0001,0.7451851851851852,0.7303959012784195,3.4,5526346
vit,5,moderate,severe,99,0.0001,0.5535185185185185,0.5164616137511194,3.4,5526346
vit,5,moderate,none,17,0.0001,0.6561111111111111,0.6410114832708412,3.4,5526346
vit,5,moderate,moderate,17,0.0001,0.7392592592592593,0.7248128586985902,3.4,5526346
vit,5,moderate,severe,17,0.0001,0.43074074074074076,0.428054514110033,3.4,5526346
vit,5,moderate,none,256,0.0001,0.6712962962962963,0.6543418724999925,3.4,5526346
vit,5,moderate,moderate,256,0.0001,0.6809259259259259,0.6662742039339272,3.4,5526346
vit,5,moderate,severe,256,0.0001,0.5120370370370371,0.44878262602158187,3.4,5526346
vit,5,moderate,none,512,0.0001,0.707962962962963,0.6954885770571049,3.4,5526346
vit,5,moderate,moderate,512,0.0001,0.7262962962962963,0.7039436746978813,3.4,5526346
vit,5,moderate,severe,512,0.0001,0.5472222222222223,0.4954445584468615,3.4,5526346
vit,5,moderate,none,88,0.0001,0.6524074074074074,0.6377997824805786,3.4,5526346
vit,5,moderate,moderate,88,0.0001,0.6946296296296296,0.686611226834918,3.4,5526346
vit,5,moderate,severe,88,0.0001,0.5244444444444445,0.5030977748882777,3.4,5526346
vit,5,moderate,none,314,0.0001,0.69,0.6715351492606325,3.4,5526346
vit,5,moderate,moderate,314,0.0001,0.7116666666666667,0.697490287189877,3.4,5526346
vit,5,moderate,severe,314,0.0001,0.49462962962962964,0.46137014287450234,3.4,5526346
vit,5,severe,none,42,0.0001,0.5911111111111111,0.5775857193925892,3.4,5526346
vit,5,severe,moderate,42,0.0001,0.5842592592592593,0.5700620324113757,3.4,5526346
vit,5,severe,severe,42,0.0001,0.6155555555555555,0.6017381369592493,3.4,5526346
vit,5,severe,none,123,0.0001,0.5198148148148148,0.5070144123681284,3.4,5526346
vit,5,severe,moderate,123,0.0001,0.5605555555555556,0.5475629360721321,3.4,5526346
vit,5,severe,severe,123,0.0001,0.6090740740740741,0.5888949226986675,3.4,5526346
vit,5,severe,none,7,0.0001,0.5361111111111111,0.5010354903112788,3.4,5526346
vit,5,severe,moderate,7,0.0001,0.592037037037037,0.5707427606597658,3.4,5526346
vit,5,severe,severe,7,0.0001,0.6283333333333333,0.6128457017595157,3.4,5526346
vit,5,severe,none,2024,0.0001,0.4203703703703704,0.42291867645583076,3.4,5526346
vit,5,severe,moderate,2024,0.0001,0.5831481481481482,0.5684710868840314,3.4,5526346
vit,5,severe,severe,2024,0.0001,0.6585185185185185,0.6380552862238906,3.4,5526346
vit,5,severe,none,99,0.0001,0.472962962962963,0.4379923891947758,3.4,5526346
vit,5,severe,moderate,99,0.0001,0.5216666666666666,0.5080315799926705,3.4,5526346
vit,5,severe,severe,99,0.0001,0.5955555555555555,0.5812050819206548,3.4,5526346
vit,5,severe,none,17,0.0001,0.5222222222222223,0.49336741093730757,3.4,5526346
vit,5,severe,moderate,17,0.0001,0.6140740740740741,0.5998374223469385,3.4,5526346
vit,5,severe,severe,17,0.0001,0.6701851851851852,0.6592302967136281,3.4,5526346
vit,5,severe,none,256,0.0001,0.535,0.49581497215857706,3.4,5526346
vit,5,severe,moderate,256,0.0001,0.5942592592592593,0.5840567999701041,3.4,5526346
vit,5,severe,severe,256,0.0001,0.6296296296296297,0.6218730830984022,3.4,5526346
vit,5,severe,none,512,0.0001,0.5409259259259259,0.5216943802249691,3.4,5526346
vit,5,severe,moderate,512,0.0001,0.5609259259259259,0.5413791374305712,3.4,5526346
vit,5,severe,severe,512,0.0001,0.6161111111111112,0.5957423100679862,3.4,5526346
vit,5,severe,none,88,0.0001,0.5438888888888889,0.5357369328257369,3.4,5526346
vit,5,severe,moderate,88,0.0001,0.57,0.553565250345397,3.4,5526346
vit,5,severe,severe,88,0.0001,0.6388888888888888,0.6294397985907467,3.4,5526346
vit,5,severe,none,314,0.0001,0.47685185185185186,0.43493329597116415,3.4,5526346
vit,5,severe,moderate,314,0.0001,0.5257407407407407,0.46184513603421246,3.4,5526346
vit,5,severe,severe,314,0.0001,0.5444444444444444,0.5199783478216027,3.4,5526346
vit,5,mixed,none,42,0.0001,0.715925925925926,0.7045277829861168,3.2,5526346
vit,5,mixed,moderate,42,0.0001,0.6925925925925925,0.6827282044276041,3.2,5526346
vit,5,mixed,severe,42,0.0001,0.6207407407407407,0.6107681517096409,3.2,5526346
vit,5,mixed,none,123,0.0001,0.7122222222222222,0.6982141719331445,3.2,5526346
vit,5,mixed,moderate,123,0.0001,0.6988888888888889,0.6874539912902072,3.2,5526346
vit,5,mixed,severe,123,0.0001,0.6488888888888888,0.6382776095885375,3.2,5526346
vit,5,mixed,none,7,0.0001,0.7329629629629629,0.7153066718255314,3.2,5526346
vit,5,mixed,moderate,7,0.0001,0.7146296296296296,0.6964207439983444,3.2,5526346
vit,5,mixed,severe,7,0.0001,0.6487037037037037,0.6351956760381846,3.2,5526346
vit,5,mixed,none,2024,0.0001,0.7264814814814815,0.6868602131745761,3.1,5526346
vit,5,mixed,moderate,2024,0.0001,0.7172222222222222,0.6739949976991837,3.1,5526346
vit,5,mixed,severe,2024,0.0001,0.67,0.6314011958522215,3.1,5526346
vit,5,mixed,none,99,0.0001,0.7188888888888889,0.6996935247291273,3.2,5526346
vit,5,mixed,moderate,99,0.0001,0.6783333333333333,0.6567297045446041,3.2,5526346
vit,5,mixed,severe,99,0.0001,0.6364814814814815,0.6186273171139272,3.2,5526346
vit,5,mixed,none,17,0.0001,0.7411111111111112,0.7351033708634807,3.1,5526346
vit,5,mixed,moderate,17,0.0001,0.7157407407407408,0.7073487798415454,3.1,5526346
vit,5,mixed,severe,17,0.0001,0.6598148148148149,0.6491110605777273,3.1,5526346
vit,5,mixed,none,256,0.0001,0.6737037037037037,0.6592824638282482,3.2,5526346
vit,5,mixed,moderate,256,0.0001,0.6762962962962963,0.6653085698849718,3.2,5526346
vit,5,mixed,severe,256,0.0001,0.6129629629629629,0.6007557716262657,3.2,5526346
vit,5,mixed,none,512,0.0001,0.6985185185185185,0.6824350314930169,3.2,5526346
vit,5,mixed,moderate,512,0.0001,0.7125925925925926,0.6995088491241108,3.2,5526346
vit,5,mixed,severe,512,0.0001,0.6520370370370371,0.6416779881264165,3.2,5526346
vit,5,mixed,none,88,0.0001,0.725,0.7073447082056582,3.1,5526346
vit,5,mixed,moderate,88,0.0001,0.7203703703703703,0.7056680510335622,3.1,5526346
vit,5,mixed,severe,88,0.0001,0.6818518518518518,0.6655021633014713,3.1,5526346
vit,5,mixed,none,314,0.0001,0.6507407407407407,0.6309190915758355,3.2,5526346
vit,5,mixed,moderate,314,0.0001,0.64,0.6182645421167209,3.2,5526346
vit,5,mixed,severe,314,0.0001,0.5848148148148148,0.5509079179575422,3.2,5526346
vit,full,none,none,42,0.0001,0.9748148148148148,0.9743115496453612,151.8,5526346
vit,full,none,moderate,42,0.0001,0.8901851851851852,0.886261131530599,151.8,5526346
vit,full,none,severe,42,0.0001,0.32092592592592595,0.2969373874695299,151.8,5526346
vit,full,none,none,123,0.0001,0.9803703703703703,0.979720751441327,151.7,5526346
vit,full,none,moderate,123,0.0001,0.8944444444444445,0.8944396505159322,151.7,5526346
